-1,1190719392
-2,59496
-3,38712
-4,core rails
1,940530
1,940820
1,941540
1,941560
1,942000
1,942190
1,942330
1,942980
1,943460
1,943650
1,943750
1,944110
1,944130
1,944530
1,944580
1,944590
